filepath,tags
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Mountains/02.jpg,"desktop,mountains,wallpapers,wallpapers/desktop,wallpapers/desktop/mountains"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Mountains/03.jpg,"desktop,mountains,wallpapers,wallpapers/desktop,wallpapers/desktop/mountains"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Mountains/04.jpg,"desktop,mountains,wallpapers,wallpapers/desktop,wallpapers/desktop/mountains"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Mountains/05.jpg,"desktop,mountains,wallpapers,wallpapers/desktop,wallpapers/desktop/mountains"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Mountains/06.jpg,"desktop,mountains,wallpapers,wallpapers/desktop,wallpapers/desktop/mountains"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Mountains/07.jpg,"desktop,mountains,wallpapers,wallpapers/desktop,wallpapers/desktop/mountains"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Mountains/08.jpg,"desktop,mountains,wallpapers,wallpapers/desktop,wallpapers/desktop/mountains"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Nature/01.jpg,"desktop,nature,wallpapers,wallpapers/desktop,wallpapers/desktop/nature"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Nature/02.jpg,"desktop,nature,wallpapers,wallpapers/desktop,wallpapers/desktop/nature"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Nature/03.jpg,"desktop,nature,wallpapers,wallpapers/desktop,wallpapers/desktop/nature"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Nature/04.jpg,"desktop,nature,wallpapers,wallpapers/desktop,wallpapers/desktop/nature"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Nature/05.jpg,"desktop,nature,wallpapers,wallpapers/desktop,wallpapers/desktop/nature"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Nature/06.jpg,"desktop,nature,wallpapers,wallpapers/desktop,wallpapers/desktop/nature"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Palm/01.jpg,"desktop,palm,wallpapers,wallpapers/desktop,wallpapers/desktop/palm"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Palm/02.jpg,"desktop,palm,wallpapers,wallpapers/desktop,wallpapers/desktop/palm"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Palm/03.jpg,"desktop,palm,wallpapers,wallpapers/desktop,wallpapers/desktop/palm"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Palm/04.jpg,"desktop,palm,wallpapers,wallpapers/desktop,wallpapers/desktop/palm"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Palm/05.jpg,"desktop,palm,wallpapers,wallpapers/desktop,wallpapers/desktop/palm"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Palm/06.jpg,"desktop,palm,wallpapers,wallpapers/desktop,wallpapers/desktop/palm"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Palm/07.jpg,"desktop,palm,wallpapers,wallpapers/desktop,wallpapers/desktop/palm"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Palm/08.jpg,"desktop,palm,wallpapers,wallpapers/desktop,wallpapers/desktop/palm"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Palm/09.jpg,"desktop,palm,wallpapers,wallpapers/desktop,wallpapers/desktop/palm"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Shores/01.jpg,"desktop,shores,wallpapers,wallpapers/desktop,wallpapers/desktop/shores"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Shores/02.jpg,"desktop,shores,wallpapers,wallpapers/desktop,wallpapers/desktop/shores"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Shores/03.jpg,"desktop,shores,wallpapers,wallpapers/desktop,wallpapers/desktop/shores"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Shores/04.jpg,"desktop,shores,wallpapers,wallpapers/desktop,wallpapers/desktop/shores"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Shores/05.jpg,"desktop,shores,wallpapers,wallpapers/desktop,wallpapers/desktop/shores"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Shores/06.jpg,"desktop,shores,wallpapers,wallpapers/desktop,wallpapers/desktop/shores"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Shores/07.jpg,"desktop,shores,wallpapers,wallpapers/desktop,wallpapers/desktop/shores"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Shores/08.jpg,"desktop,shores,wallpapers,wallpapers/desktop,wallpapers/desktop/shores"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Shores/09.jpg,"desktop,shores,wallpapers,wallpapers/desktop,wallpapers/desktop/shores"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Shores/10.jpg,"desktop,shores,wallpapers,wallpapers/desktop,wallpapers/desktop/shores"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Shores/11.jpg,"desktop,shores,wallpapers,wallpapers/desktop,wallpapers/desktop/shores"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Space/01.jpg,"desktop,space,wallpapers,wallpapers/desktop,wallpapers/desktop/space"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Space/02.jpg,"desktop,space,wallpapers,wallpapers/desktop,wallpapers/desktop/space"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Space/03.jpg,"desktop,space,wallpapers,wallpapers/desktop,wallpapers/desktop/space"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Space/04.jpg,"desktop,space,wallpapers,wallpapers/desktop,wallpapers/desktop/space"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Space/05.jpg,"desktop,space,wallpapers,wallpapers/desktop,wallpapers/desktop/space"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Desktop/Space/06.jpg,"desktop,space,wallpapers,wallpapers/desktop,wallpapers/desktop/space"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/01.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/02.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/03.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/04.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/05.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/06.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/07.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/08.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/09.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/10.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/11.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/12.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/13.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/14.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/15.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/16.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/17.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/18.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/19.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/20.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/21.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/22.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/23.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/24.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/25.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Backdrops/26.png,"backdrops,phone,wallpapers,wallpapers/phone,wallpapers/phone/backdrops"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Digital View/01.png,"digital view,phone,wallpapers,wallpapers/phone,wallpapers/phone/digital view"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Digital View/02.png,"digital view,phone,wallpapers,wallpapers/phone,wallpapers/phone/digital view"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Digital View/03.png,"digital view,phone,wallpapers,wallpapers/phone,wallpapers/phone/digital view"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Digital View/04.png,"digital view,phone,wallpapers,wallpapers/phone,wallpapers/phone/digital view"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Digital View/05.png,"digital view,phone,wallpapers,wallpapers/phone,wallpapers/phone/digital view"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Digital View/06.png,"digital view,phone,wallpapers,wallpapers/phone,wallpapers/phone/digital view"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Digital View/07.png,"digital view,phone,wallpapers,wallpapers/phone,wallpapers/phone/digital view"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Digital View/08.png,"digital view,phone,wallpapers,wallpapers/phone,wallpapers/phone/digital view"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Earthscapes/01.jpg,"earthscapes,phone,wallpapers,wallpapers/phone,wallpapers/phone/earthscapes"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Earthscapes/02.jpg,"earthscapes,phone,wallpapers,wallpapers/phone,wallpapers/phone/earthscapes"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Earthscapes/03.jpg,"earthscapes,phone,wallpapers,wallpapers/phone,wallpapers/phone/earthscapes"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Earthscapes/04.jpg,"earthscapes,phone,wallpapers,wallpapers/phone,wallpapers/phone/earthscapes"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Earthscapes/05.jpg,"earthscapes,phone,wallpapers,wallpapers/phone,wallpapers/phone/earthscapes"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Earthscapes/06.jpg,"earthscapes,phone,wallpapers,wallpapers/phone,wallpapers/phone/earthscapes"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Earthscapes/07.jpg,"earthscapes,phone,wallpapers,wallpapers/phone,wallpapers/phone/earthscapes"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Earthscapes/08.jpg,"earthscapes,phone,wallpapers,wallpapers/phone,wallpapers/phone/earthscapes"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Earthscapes/09.jpg,"earthscapes,phone,wallpapers,wallpapers/phone,wallpapers/phone/earthscapes"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Wallpapers/Phone/Earthscapes/10.jpg,"earthscapes,phone,wallpapers,wallpapers/phone,wallpapers/phone/earthscapes"
